YearsSinceLastPromotion,JobSatisfaction,JobLevel,JobRole,YearsInCurrentRole,WorkLifeBalance,JobInvolvement,Gender,Department,RelationshipSatisfaction,YearsAtCompany,MonthlyIncome,TrainingTimesLastYear,MaritalStatus,EnvironmentSatisfaction,Age,HourlyRate,PerformanceRating,Attrition,DistanceFromHome,OverTime,NumCompaniesWorked
6,4,1,Assistant,12,2,1,Male,IT,2,25,14775,4,Divorced,2,48,58,4,No,49,Yes,2
4,4,2,Analyst,7,2,1,Female,IT,3,26,13535,97,Married,4,44,36,3,No,45,No,1
2,3,4,Executive,6,4,1,Female,HR,1,21,9950,38,Single,3,36,85,4,Yes,24,Yes,2
8,4,4,Assistant,7,1,4,Female,Finance,3,13,5616,14,Married,2,43,49,4,No,9,No,4
9,2,3,Analyst,8,1,3,Female,Finance,2,26,17615,69,Single,4,30,17,2,No,24,No,4
5,3,2,Assistant,11,1,1,Female,IT,2,23,14826,31,Married,1,45,30,2,Yes,39,Yes,4
4,3,5,Analyst,5,2,2,Female,Marketing,1,10,17547,52,Married,3,53,59,3,Yes,26,Yes,1
6,3,5,Assistant,13,3,3,Female,Marketing,4,21,7823,58,Single,4,47,30,2,No,45,Yes,2
9,2,1,Analyst,13,4,2,Female,IT,2,12,3587,2,Married,1,22,80,3,Yes,12,Yes,2
0,4,3,Assistant,6,3,4,Male,Sales,3,13,19366,24,Divorced,1,30,95,3,No,48,No,2
7,4,4,Executive,1,4,4,Male,Finance,4,21,19075,56,Married,3,57,52,1,No,42,Yes,2
6,5,4,Manager,14,1,1,Male,HR,3,22,15767,50,Divorced,3,33,38,1,No,1,No,3
4,2,1,Assistant,4,1,1,Female,Marketing,4,5,11252,16,Divorced,4,45,64,4,No,1,Yes,4
5,4,5,Analyst,6,1,3,Female,Sales,1,24,9915,46,Married,2,40,97,2,Yes,45,Yes,1
8,5,5,Executive,4,4,4,Female,Finance,1,27,15496,10,Divorced,4,58,71,4,No,25,No,4
0,5,4,Assistant,13,2,4,Male,Sales,2,12,19340,34,Divorced,1,49,70,2,No,36,No,4
2,1,1,Analyst,1,4,2,Male,Finance,3,27,3036,5,Married,1,27,95,3,No,23,No,4
8,2,2,Manager,14,2,3,Male,Finance,1,4,17940,24,Single,1,39,80,1,No,27,Yes,1
2,5,3,Analyst,3,1,1,Male,IT,2,3,12349,16,Single,4,51,92,1,Yes,40,Yes,3
5,3,5,Assistant,3,2,3,Male,IT,3,14,10918,54,Divorced,3,41,91,4,No,18,Yes,1
9,3,5,Analyst,3,1,2,Female,HR,4,3,11698,29,Divorced,1,26,95,1,No,8,No,2
1,1,5,Analyst,4,3,1,Male,HR,4,2,16117,9,Single,4,28,87,3,No,22,Yes,3
8,5,2,Manager,11,4,2,Female,Sales,3,8,3972,27,Divorced,3,20,76,4,Yes,18,No,2
4,3,2,Assistant,9,2,1,Female,IT,3,29,16678,66,Single,2,48,28,1,No,26,Yes,2
7,5,3,Assistant,9,2,1,Female,Finance,1,7,15407,54,Married,3,27,80,1,No,47,Yes,4
1,3,5,Manager,14,2,4,Male,IT,1,22,15921,81,Divorced,1,23,74,2,Yes,29,Yes,1
7,2,4,Executive,8,2,1,Male,Finance,3,2,3211,79,Married,1,54,35,1,No,42,Yes,1
4,4,5,Analyst,14,3,1,Female,IT,1,18,18613,25,Single,2,22,49,2,Yes,22,Yes,4
2,3,3,Analyst,3,3,1,Male,Finance,4,26,4833,82,Single,4,59,44,2,Yes,15,Yes,1
5,2,3,Analyst,12,2,2,Male,Sales,4,17,17796,80,Married,4,26,95,2,No,4,No,3
5,4,4,Assistant,2,3,3,Female,IT,3,14,5407,40,Divorced,4,46,53,3,Yes,32,Yes,1
7,1,2,Assistant,13,1,2,Female,Marketing,3,12,6305,60,Married,3,20,39,4,No,11,No,1
6,4,4,Analyst,3,3,2,Female,Marketing,2,26,8162,56,Married,4,46,58,4,No,7,No,2
8,2,3,Assistant,11,4,2,Female,Finance,1,18,15933,44,Divorced,1,35,73,2,No,6,Yes,2
0,3,4,Manager,14,4,2,Female,Sales,1,25,4356,27,Single,4,57,20,1,No,9,No,1
7,1,5,Manager,5,1,1,Male,Finance,1,17,10659,19,Married,4,26,17,4,No,16,Yes,2
0,5,3,Assistant,7,2,3,Female,Sales,3,29,15189,37,Married,1,42,50,1,Yes,19,No,4
8,1,2,Analyst,2,1,1,Male,HR,1,16,16348,93,Single,4,30,15,4,No,6,Yes,4
9,4,2,Analyst,6,1,2,Male,IT,2,10,17225,12,Married,2,52,48,4,Yes,40,Yes,4
2,2,4,Analyst,11,3,3,Female,Sales,1,4,3993,12,Single,3,55,79,2,No,7,Yes,2
2,1,4,Analyst,11,2,3,Female,Finance,3,2,16667,31,Divorced,4,56,40,3,No,40,No,2
2,1,4,Assistant,2,3,2,Male,HR,3,5,3054,90,Single,1,36,32,1,No,39,No,4
0,3,5,Executive,13,3,3,Female,Finance,4,14,18090,22,Single,2,54,50,1,No,35,No,2
6,4,2,Executive,1,2,2,Male,Marketing,4,10,13553,54,Married,3,24,20,2,No,6,No,1
3,3,3,Analyst,11,2,1,Female,Marketing,3,8,9159,36,Single,3,51,89,2,Yes,31,No,2
2,3,3,Analyst,3,3,1,Female,IT,4,1,8528,95,Single,4,22,58,3,No,36,Yes,3
4,4,2,Analyst,14,3,3,Male,IT,1,9,9099,15,Married,1,54,54,2,No,40,Yes,2
0,1,4,Executive,4,4,4,Male,HR,3,23,14642,10,Single,4,33,44,2,No,5,Yes,2
4,2,1,Manager,2,1,2,Female,Marketing,1,21,19947,83,Married,3,50,92,1,Yes,12,No,2
1,2,4,Executive,3,1,1,Female,Sales,3,5,17846,10,Divorced,3,50,88,4,Yes,43,Yes,4
7,4,2,Assistant,12,3,3,Female,Marketing,3,9,5892,24,Single,1,36,45,2,No,7,No,1
8,4,5,Executive,6,3,1,Male,IT,1,9,18977,35,Divorced,3,43,72,4,No,21,No,4
8,2,4,Assistant,14,3,3,Female,Finance,2,18,7120,44,Single,2,42,69,1,No,18,Yes,2
2,2,3,Analyst,9,4,2,Female,HR,2,24,13568,51,Single,1,37,50,4,No,44,No,1
7,5,5,Assistant,2,3,1,Female,Marketing,3,5,6019,34,Divorced,4,33,93,2,No,14,No,1
1,4,2,Analyst,7,4,4,Female,Sales,1,16,7697,24,Divorced,3,34,44,3,No,4,No,4
0,3,1,Manager,1,3,1,Male,Sales,4,2,8806,1,Married,1,34,62,1,No,40,No,2
0,1,4,Analyst,4,2,3,Male,Sales,1,25,15629,49,Married,4,25,92,3,No,25,No,4
6,1,5,Analyst,14,4,2,Male,HR,2,4,5944,26,Divorced,4,46,31,1,Yes,25,Yes,1
0,5,5,Manager,13,3,4,Female,Sales,2,21,16759,49,Single,1,34,41,1,No,33,Yes,3
5,4,3,Analyst,14,3,2,Female,Sales,1,23,4153,35,Married,4,55,77,3,No,15,Yes,3
7,1,4,Analyst,2,1,1,Female,Marketing,3,18,14781,18,Single,3,27,91,2,No,31,No,4
9,1,1,Analyst,13,2,1,Male,HR,1,5,12938,25,Married,4,34,28,2,No,46,Yes,2
3,1,5,Executive,4,1,1,Male,Finance,3,8,10719,32,Married,4,22,40,1,No,42,No,1
1,2,3,Assistant,2,3,3,Male,Finance,1,12,6267,3,Married,3,32,57,3,No,38,No,1
3,5,4,Analyst,3,3,1,Male,Sales,4,14,3070,65,Divorced,4,53,89,2,No,17,Yes,1
8,3,4,Executive,8,3,3,Female,IT,1,27,4222,29,Single,2,43,15,2,No,20,No,2
1,2,1,Analyst,4,4,3,Male,HR,1,17,7640,72,Divorced,4,59,38,2,No,47,No,1
4,4,3,Assistant,6,3,4,Male,IT,4,12,7914,65,Married,1,51,34,3,No,5,No,3
1,5,1,Analyst,12,4,2,Female,HR,3,27,19985,55,Divorced,4,51,86,4,No,29,No,4
0,2,5,Assistant,9,3,4,Male,HR,3,24,17279,92,Divorced,2,49,22,4,No,38,Yes,3
8,2,2,Executive,13,2,4,Female,Marketing,1,2,7980,9,Divorced,2,32,44,2,No,4,No,2
4,5,2,Executive,8,2,4,Female,Sales,4,4,14086,39,Single,3,20,32,2,No,38,No,1
5,4,1,Analyst,14,4,4,Female,Marketing,4,11,18122,71,Divorced,1,53,91,4,Yes,36,Yes,2
5,5,1,Manager,14,2,2,Female,IT,3,12,8830,56,Divorced,3,34,97,1,No,3,No,4
7,5,2,Assistant,2,2,3,Female,IT,4,19,8687,48,Divorced,4,33,27,1,No,42,Yes,3
3,4,5,Analyst,14,2,2,Male,Finance,2,2,12964,65,Divorced,1,48,62,3,No,7,Yes,1
0,2,1,Executive,2,1,1,Male,Marketing,1,10,19384,92,Divorced,1,53,74,1,Yes,34,Yes,3
6,4,5,Analyst,3,1,2,Female,Marketing,1,10,16478,18,Divorced,1,37,40,2,No,2,Yes,1
5,3,5,Assistant,2,2,2,Male,Marketing,2,2,8905,20,Divorced,4,26,23,1,No,23,Yes,4
6,4,3,Analyst,3,3,4,Female,Finance,3,26,16255,71,Married,2,48,67,4,No,18,No,3
7,3,5,Assistant,2,3,2,Male,Marketing,4,22,8361,55,Divorced,4,50,85,1,No,31,No,2
4,5,4,Executive,6,3,3,Male,Marketing,1,19,5181,60,Divorced,2,44,23,2,No,12,Yes,2
5,1,2,Manager,9,2,2,Male,Marketing,4,26,14515,23,Single,1,57,40,2,No,47,No,2
1,5,2,Manager,8,2,4,Male,Marketing,4,20,7964,95,Married,4,33,47,4,No,13,Yes,4
4,3,1,Executive,6,3,4,Male,IT,3,4,18381,14,Divorced,3,27,47,3,No,43,No,1
2,4,1,Executive,4,1,2,Male,Sales,2,18,17090,5,Single,1,46,66,3,No,6,Yes,1
4,3,3,Analyst,10,1,1,Male,IT,3,20,13969,81,Divorced,4,21,54,2,Yes,6,Yes,2
8,1,3,Executive,12,1,1,Female,Marketing,4,18,8191,42,Divorced,4,36,18,1,Yes,30,Yes,3
2,5,4,Executive,5,1,2,Female,HR,3,14,7616,76,Divorced,3,56,42,4,No,32,Yes,1
2,3,1,Assistant,4,4,2,Female,HR,3,20,4922,68,Divorced,2,33,68,3,No,28,No,2
0,2,2,Analyst,5,4,2,Male,Finance,1,13,4986,43,Divorced,1,44,82,1,Yes,27,No,2
0,5,4,Assistant,2,3,1,Male,IT,4,24,3500,79,Single,4,49,63,4,No,40,Yes,1
6,5,1,Analyst,8,4,1,Female,Finance,1,15,17313,19,Divorced,1,48,20,1,Yes,33,No,2
8,3,4,Analyst,1,4,3,Female,Finance,2,15,13014,2,Single,2,39,47,2,No,42,Yes,3
1,3,5,Manager,9,1,1,Male,HR,4,25,15538,4,Divorced,4,40,19,3,No,17,Yes,2
1,1,5,Manager,12,4,1,Female,IT,3,20,12818,40,Single,2,41,97,3,No,13,Yes,3
0,2,4,Executive,1,2,3,Female,Sales,1,4,5055,73,Married,1,54,32,2,No,16,No,3
4,3,1,Analyst,5,2,4,Female,IT,1,15,5155,80,Divorced,1,56,17,3,No,26,No,2
9,1,5,Executive,9,2,4,Female,Finance,3,14,17056,30,Married,4,35,16,2,No,27,No,1
6,3,5,Assistant,1,1,1,Male,Marketing,2,7,13069,93,Married,4,36,79,2,Yes,28,Yes,2
0,5,4,Executive,14,2,3,Female,Finance,1,17,18991,77,Married,1,35,49,2,No,25,No,2
7,5,5,Assistant,14,2,1,Female,IT,2,23,14056,77,Divorced,4,21,65,1,No,46,No,1
0,5,2,Manager,1,2,2,Female,HR,1,29,5570,46,Married,2,23,82,2,Yes,49,No,2
0,5,5,Manager,3,2,3,Female,IT,2,9,12588,92,Single,1,40,49,2,No,23,Yes,4
3,4,4,Assistant,8,3,2,Male,Sales,1,4,10476,68,Divorced,2,58,86,2,Yes,22,No,3
1,5,5,Assistant,3,1,4,Female,Marketing,1,18,5969,3,Married,2,53,58,4,No,46,No,3
8,2,5,Assistant,12,1,3,Female,Marketing,4,13,16490,95,Divorced,4,49,43,2,Yes,15,No,3
9,5,3,Executive,14,4,1,Female,Finance,2,15,8723,26,Married,2,25,50,2,No,36,No,3
1,4,4,Assistant,2,1,2,Female,IT,2,4,6589,96,Single,3,36,92,2,No,7,Yes,4
6,3,4,Analyst,6,3,3,Female,HR,2,18,13083,79,Divorced,1,58,56,3,Yes,22,No,2
1,3,3,Assistant,10,1,3,Male,Sales,1,10,8131,70,Divorced,3,44,21,4,No,30,No,3
0,4,3,Manager,5,3,4,Female,Finance,2,7,10544,76,Married,2,24,27,3,No,10,Yes,3
8,5,2,Assistant,13,2,2,Female,IT,1,6,13437,86,Single,2,24,36,1,No,25,No,1
3,1,5,Manager,12,3,2,Male,HR,4,13,6710,70,Divorced,3,39,71,2,Yes,45,No,3
6,2,1,Manager,11,1,2,Female,IT,3,28,16759,37,Married,4,35,59,3,No,19,Yes,4
0,5,1,Executive,9,3,3,Male,HR,4,27,5940,79,Single,2,56,68,2,Yes,35,No,4
7,4,3,Assistant,11,3,3,Female,IT,3,18,3420,86,Single,2,59,16,4,No,1,No,1
5,5,4,Manager,14,2,1,Male,IT,2,22,6079,99,Single,2,28,86,2,No,32,Yes,4
1,4,4,Analyst,3,3,2,Male,Finance,1,9,17500,83,Single,4,24,71,3,No,49,Yes,3
8,5,2,Assistant,14,3,3,Female,IT,3,11,5419,22,Divorced,2,21,99,3,No,31,Yes,1
0,1,1,Assistant,4,4,2,Male,IT,4,16,4418,47,Divorced,2,28,98,4,No,33,No,4
8,1,4,Manager,11,4,1,Female,Finance,3,8,16731,77,Single,4,55,89,4,No,44,No,2
9,2,2,Executive,10,3,2,Male,Finance,4,25,7547,35,Married,3,41,48,3,No,49,Yes,4
1,2,2,Executive,8,3,1,Male,Marketing,3,5,9800,45,Married,1,41,58,1,No,15,No,3
5,4,3,Assistant,11,1,4,Female,Marketing,2,15,5041,3,Single,4,41,83,3,No,40,Yes,4
8,1,1,Assistant,2,2,2,Male,Finance,4,26,16583,62,Single,1,53,67,2,No,43,Yes,3
2,2,2,Executive,5,3,3,Female,Sales,2,2,16252,33,Married,3,48,76,1,No,39,No,4
2,4,2,Executive,13,2,4,Male,HR,1,5,16799,81,Single,3,57,47,4,Yes,12,Yes,4
2,2,2,Analyst,14,4,3,Male,Finance,4,10,3371,84,Single,2,52,90,3,No,20,Yes,2
8,1,1,Assistant,12,2,4,Female,Marketing,3,19,13788,28,Divorced,2,37,83,4,No,1,No,1
1,5,3,Assistant,9,1,3,Female,IT,2,14,12194,86,Divorced,1,26,15,1,No,7,No,4
3,3,5,Assistant,11,3,4,Male,Finance,2,27,10577,53,Single,3,20,49,3,Yes,9,No,3
7,1,4,Executive,9,4,4,Female,Finance,1,13,17939,80,Single,4,52,39,2,No,22,Yes,4
7,2,1,Manager,10,3,4,Female,Marketing,1,14,8650,61,Divorced,4,20,18,4,No,47,No,2
4,3,1,Analyst,9,1,1,Male,Marketing,4,4,17947,18,Single,4,43,87,3,No,46,No,1
1,1,1,Executive,11,4,1,Male,Sales,2,7,4418,83,Divorced,3,23,81,3,No,47,Yes,1
5,2,5,Executive,14,4,2,Female,Marketing,1,18,15868,28,Divorced,1,23,98,1,No,34,Yes,2
7,1,4,Analyst,1,4,1,Male,Marketing,3,6,6201,60,Married,3,37,24,3,No,47,No,3
1,4,4,Assistant,1,1,2,Female,Marketing,3,15,18449,86,Divorced,1,46,34,3,Yes,31,Yes,2
3,2,2,Manager,1,4,2,Female,IT,1,11,16584,26,Married,1,51,54,4,No,9,No,2
3,3,2,Analyst,8,1,4,Female,Finance,4,17,15628,17,Married,3,52,81,3,Yes,4,Yes,1
8,1,3,Manager,4,2,2,Female,Finance,2,10,7307,91,Divorced,4,47,89,1,No,15,No,3
9,2,1,Assistant,9,3,1,Female,Marketing,3,16,4646,8,Single,2,55,29,3,No,13,Yes,3
0,5,3,Manager,11,3,1,Female,Sales,1,19,5343,88,Divorced,2,25,42,3,No,12,No,1
8,2,1,Assistant,6,4,2,Male,Marketing,3,11,11184,82,Married,4,35,49,1,No,34,Yes,2
7,1,4,Executive,3,3,4,Female,Sales,4,7,18301,90,Divorced,4,53,21,2,No,41,Yes,3
0,5,3,Assistant,8,4,4,Male,Finance,2,27,18529,16,Divorced,4,42,68,1,No,9,Yes,3
9,3,4,Analyst,1,1,4,Female,Sales,4,28,18599,68,Married,1,43,56,2,No,31,No,4
5,5,2,Analyst,12,2,3,Male,Sales,3,21,15342,68,Divorced,2,32,52,2,No,40,No,3
9,1,4,Assistant,2,2,2,Male,HR,1,28,8723,28,Divorced,4,37,97,2,No,21,Yes,2
1,5,5,Assistant,8,1,3,Male,Sales,3,24,14004,33,Married,2,32,78,4,No,36,Yes,3
2,1,3,Executive,1,4,3,Female,Sales,2,23,7976,39,Single,3,56,71,2,No,10,Yes,2
4,5,1,Executive,12,3,3,Male,IT,3,23,7038,85,Married,3,58,43,2,No,1,Yes,4
7,4,4,Assistant,13,3,1,Male,Finance,3,14,6834,29,Married,2,36,80,3,No,20,Yes,2
5,3,3,Manager,11,4,1,Female,Marketing,4,1,12991,27,Divorced,3,34,97,4,No,19,No,4
8,3,1,Executive,5,4,2,Male,HR,2,17,4322,43,Married,1,37,87,1,No,13,No,3
0,3,3,Analyst,3,4,1,Male,Sales,1,29,16921,31,Divorced,3,42,20,1,No,17,Yes,1
4,4,3,Executive,2,2,4,Female,IT,2,22,5609,36,Divorced,1,49,95,3,Yes,29,No,3
3,3,5,Executive,14,2,4,Male,IT,2,13,12507,48,Divorced,2,53,16,1,No,5,No,4
7,5,4,Executive,4,3,1,Male,Marketing,2,8,18358,93,Married,2,23,53,1,No,15,Yes,4
4,2,5,Executive,2,4,3,Female,Marketing,2,19,14734,97,Married,3,22,20,1,No,16,Yes,2
8,4,2,Assistant,5,1,4,Male,Finance,3,24,12746,61,Divorced,4,26,28,4,No,28,No,2
1,4,3,Executive,8,4,2,Male,Sales,3,8,3425,31,Single,4,37,32,1,Yes,34,Yes,1
7,1,4,Manager,4,1,4,Male,IT,4,17,10097,59,Single,4,26,84,4,No,14,No,2
0,4,2,Executive,7,4,3,Male,HR,1,27,9983,36,Married,3,59,90,4,Yes,10,No,4
7,3,2,Executive,5,4,2,Female,Finance,3,5,10498,7,Divorced,3,25,36,4,No,22,Yes,3
8,4,5,Analyst,9,2,3,Female,Sales,2,25,10533,88,Divorced,1,41,92,1,Yes,19,Yes,4
2,4,2,Executive,13,1,3,Female,Marketing,2,11,8867,43,Married,2,20,27,1,No,5,Yes,3
1,5,1,Analyst,2,4,2,Female,Sales,4,26,15140,97,Single,3,23,87,1,Yes,7,Yes,2
4,5,1,Analyst,2,4,4,Male,Marketing,2,14,8338,18,Married,4,48,24,2,No,12,Yes,2
8,4,1,Assistant,1,1,1,Female,Sales,4,10,13607,23,Married,4,40,41,1,No,6,No,1
7,3,2,Analyst,4,3,3,Female,HR,1,27,7820,94,Divorced,3,45,28,1,No,23,No,1
0,5,3,Analyst,13,3,3,Male,Finance,1,12,5872,21,Married,3,33,23,3,No,7,No,2
0,2,4,Manager,14,1,4,Male,Marketing,2,3,8931,66,Single,4,28,23,2,No,27,No,3
7,5,1,Manager,8,4,4,Male,HR,1,9,16553,64,Married,1,31,71,1,No,10,Yes,3
2,1,1,Analyst,5,4,2,Female,IT,2,29,19475,73,Divorced,3,25,49,3,No,16,No,4
0,1,1,Assistant,5,2,1,Male,HR,2,11,8769,69,Single,1,39,40,3,Yes,49,Yes,1
9,4,5,Manager,4,4,4,Male,HR,4,9,16817,41,Divorced,1,43,55,3,No,42,No,3
0,4,5,Manager,7,3,1,Male,HR,3,1,11360,46,Married,3,46,81,3,No,47,No,4
3,3,1,Assistant,10,3,1,Female,Marketing,1,18,17722,60,Married,4,57,44,1,No,44,No,1
5,2,1,Executive,8,4,3,Female,IT,3,3,9244,70,Married,1,27,43,4,No,17,Yes,4
8,3,5,Manager,9,3,4,Female,Finance,4,14,12511,72,Divorced,2,20,98,3,No,1,No,1
4,3,4,Analyst,6,4,2,Female,HR,1,4,10152,32,Married,1,43,82,3,No,19,Yes,1
6,1,3,Analyst,12,2,1,Female,Marketing,3,28,16772,55,Single,2,26,28,4,No,26,No,3
8,2,4,Analyst,9,4,2,Female,Marketing,3,5,12061,85,Single,2,38,66,1,No,40,No,4
4,2,3,Assistant,11,3,3,Female,Finance,3,21,14549,76,Divorced,1,41,53,4,No,4,Yes,2
6,5,2,Analyst,1,3,4,Male,Sales,1,10,14479,49,Divorced,1,54,35,3,No,12,No,2
8,4,2,Executive,3,1,2,Male,IT,3,27,3974,38,Divorced,2,49,85,4,Yes,33,Yes,4
5,4,4,Assistant,1,2,3,Male,IT,2,5,9371,93,Married,1,48,20,3,No,21,No,2
8,1,5,Manager,11,1,2,Female,HR,4,3,5228,40,Single,3,41,69,2,No,40,Yes,2
5,1,1,Assistant,5,4,1,Female,Sales,4,22,5558,42,Single,4,30,54,4,No,28,No,3
5,5,2,Analyst,8,4,3,Male,IT,4,20,13701,49,Single,1,39,84,1,No,30,Yes,3
2,5,5,Assistant,6,1,2,Male,HR,4,9,4320,30,Divorced,3,48,39,3,No,39,No,2
4,3,5,Assistant,12,1,2,Female,Sales,3,12,14172,25,Divorced,1,53,18,1,No,3,No,3
6,4,3,Assistant,13,1,3,Female,Marketing,1,2,4240,97,Married,1,20,96,2,No,42,No,4
1,5,2,Assistant,10,1,2,Female,HR,1,11,11941,60,Divorced,4,50,48,2,No,1,Yes,4
5,2,4,Executive,12,1,3,Female,Sales,3,1,18385,48,Single,1,49,36,2,No,2,Yes,3
1,3,5,Assistant,5,3,3,Female,Finance,3,23,6322,79,Married,4,37,70,1,No,37,Yes,2
8,3,4,Analyst,1,2,3,Female,IT,3,16,14478,80,Divorced,2,36,60,3,No,31,Yes,4
9,4,4,Manager,12,1,4,Female,HR,3,25,7752,1,Divorced,4,57,70,1,No,11,Yes,4
2,4,2,Executive,1,2,2,Female,Marketing,3,26,11925,89,Single,2,33,92,1,Yes,12,No,1
6,4,4,Assistant,5,2,1,Male,HR,4,25,13578,5,Married,1,42,89,1,No,2,Yes,2
6,1,4,Manager,12,4,2,Female,IT,4,3,5413,18,Divorced,3,44,41,4,No,20,Yes,4
4,4,1,Executive,5,3,4,Female,IT,2,28,17769,19,Divorced,4,34,49,2,Yes,38,No,2
9,1,4,Analyst,8,2,2,Female,Sales,3,27,5905,72,Married,2,41,30,1,No,49,Yes,2
1,5,1,Analyst,2,2,1,Male,Marketing,3,13,13688,65,Married,3,22,34,3,No,12,No,1
4,2,2,Manager,7,2,2,Male,Sales,4,15,5554,29,Divorced,2,38,29,3,Yes,47,No,2
1,2,4,Assistant,5,2,1,Female,Marketing,3,1,10443,32,Divorced,4,53,92,2,No,44,Yes,4
2,3,5,Manager,14,3,1,Male,HR,1,25,6402,25,Single,2,54,86,4,No,13,No,3
7,3,4,Executive,2,3,1,Male,HR,3,23,8656,61,Married,2,20,38,4,No,48,Yes,2
5,3,1,Manager,5,4,1,Male,Sales,2,24,4528,47,Divorced,2,40,76,1,No,30,Yes,3
9,2,5,Manager,12,1,4,Female,Finance,2,27,3850,99,Divorced,3,48,94,4,No,5,No,1
9,3,2,Assistant,9,4,4,Female,IT,3,16,16632,14,Divorced,3,25,58,3,No,30,No,4
9,1,3,Analyst,12,2,1,Female,Sales,2,15,16504,97,Divorced,1,56,28,4,Yes,22,No,4
3,3,3,Assistant,13,4,2,Female,Sales,3,6,7674,14,Single,2,20,87,2,No,3,Yes,1
7,5,1,Analyst,14,2,4,Female,HR,1,26,7409,76,Married,2,20,91,1,No,36,Yes,2
9,3,2,Assistant,5,4,4,Female,IT,2,22,12571,57,Divorced,1,46,65,2,No,1,No,2
8,1,2,Analyst,5,4,1,Female,Sales,2,27,14690,88,Married,2,40,36,4,No,2,No,4
4,2,4,Assistant,11,4,4,Male,HR,4,15,4415,93,Married,1,35,46,3,No,15,No,3
0,2,3,Analyst,2,3,2,Female,HR,3,20,10270,54,Divorced,4,59,94,2,No,16,Yes,1
5,2,4,Analyst,9,4,3,Female,Sales,3,18,17653,79,Divorced,4,45,39,4,No,45,Yes,2
8,1,2,Analyst,2,3,2,Female,Sales,2,17,6608,63,Divorced,1,35,63,2,No,31,Yes,3
5,2,1,Analyst,13,3,4,Female,HR,1,14,10605,38,Single,3,47,37,2,No,33,Yes,1
5,4,1,Assistant,5,4,3,Female,Sales,2,22,13194,41,Divorced,2,20,51,3,No,44,No,2
4,3,5,Executive,2,2,3,Female,IT,3,25,11647,2,Married,3,55,17,1,No,7,Yes,2
6,1,1,Analyst,2,3,4,Female,HR,3,26,15897,74,Married,1,29,74,2,No,14,No,3
3,3,3,Analyst,6,4,2,Female,HR,1,26,3938,30,Single,1,36,73,3,No,20,No,4
3,5,5,Analyst,10,4,3,Male,Sales,3,18,18120,6,Divorced,4,42,37,4,No,10,No,2
3,3,3,Analyst,3,2,2,Male,Sales,3,17,12876,21,Divorced,3,26,47,4,No,46,Yes,2
8,1,4,Analyst,10,3,2,Female,Sales,3,1,8740,41,Single,2,26,68,2,No,1,Yes,1
9,4,4,Manager,13,2,2,Female,IT,2,14,18178,59,Single,3,34,53,2,No,43,Yes,3
2,4,1,Manager,9,1,1,Male,HR,1,7,3139,13,Divorced,3,53,39,3,Yes,10,Yes,2
9,2,5,Analyst,12,3,2,Female,Finance,1,1,10061,52,Divorced,4,23,77,2,No,36,Yes,2
2,4,3,Analyst,6,1,4,Female,IT,1,25,19810,70,Married,2,33,99,1,No,33,No,3
2,5,3,Analyst,10,4,4,Male,IT,3,25,4912,28,Divorced,4,33,73,3,No,49,Yes,1
2,5,2,Executive,10,3,4,Female,HR,2,27,19112,77,Divorced,4,35,45,4,No,21,Yes,3
7,3,1,Assistant,2,3,3,Female,Finance,2,3,9788,18,Married,3,26,63,1,Yes,25,No,1
8,5,4,Analyst,14,2,1,Female,HR,3,11,12644,70,Married,3,51,74,2,No,30,No,4
7,1,2,Executive,1,1,3,Male,IT,2,18,4717,21,Married,4,38,78,4,Yes,17,No,2
3,2,4,Executive,2,2,2,Male,Sales,3,25,5199,26,Married,1,21,52,3,No,43,Yes,2
9,5,4,Analyst,10,4,3,Female,HR,1,14,4428,43,Single,1,29,85,1,Yes,38,No,3
6,2,3,Assistant,6,2,1,Male,HR,4,3,4311,75,Married,3,36,91,4,No,15,No,4
3,2,4,Manager,2,2,1,Male,Sales,3,2,9276,32,Single,2,56,22,4,No,35,No,1
9,3,5,Analyst,7,2,4,Male,Finance,4,20,10569,72,Married,3,31,99,1,No,9,Yes,4
0,1,4,Analyst,7,3,4,Female,Finance,1,15,13981,13,Married,4,25,27,2,No,44,Yes,4
6,3,5,Manager,1,4,2,Male,HR,1,7,6106,17,Married,3,41,40,2,No,38,No,2
2,5,4,Assistant,12,4,2,Male,Sales,3,13,5914,81,Divorced,1,51,24,2,Yes,15,Yes,2
4,5,2,Manager,14,2,3,Male,HR,4,4,19867,49,Single,3,39,70,3,No,36,No,3
2,2,3,Analyst,6,3,1,Female,Sales,2,8,10812,72,Married,2,20,18,2,Yes,49,Yes,1
0,4,2,Analyst,5,3,1,Male,IT,4,28,19771,70,Divorced,2,25,45,4,No,12,Yes,1
8,2,3,Executive,8,2,1,Male,Sales,3,21,11736,96,Single,1,38,31,4,No,11,Yes,4
1,1,2,Manager,8,4,3,Female,HR,4,2,5906,41,Single,1,37,22,2,No,47,Yes,4
1,4,1,Executive,9,3,3,Male,Marketing,2,13,5965,32,Divorced,2,25,66,3,No,40,No,3
5,4,4,Executive,2,1,2,Male,Finance,3,26,5746,10,Single,4,52,51,3,Yes,46,No,3
0,4,4,Executive,11,1,1,Male,HR,3,4,10178,64,Divorced,2,42,34,1,No,45,No,4
7,5,1,Executive,1,4,4,Female,Sales,4,13,19804,74,Married,2,42,61,3,No,46,Yes,1
